x,cdf(x),ccdf(x)
-0.4033203125,0.407418683416866178541983422976335992036956218982924129393631237800948619570055377595502979188300173370181328816279098274481004072667699289400987320932,0.592581316583133821458016577023664007963043781017075870606368762199051380429944622404497020811699826629818671183720901725518995927332300710599012679068
-0.40234375,0.4081305416954853090297563501134338129849165264949032520036252899328206898352061742320042929452753963651715277317944044003195652755733588080036510172584,0.5918694583045146909702436498865661870150834735050967479963747100671793101647938257679957070547246036348284722682055955996804347244266411919963489827416
-0.4013671875,0.4088422777749788738787401168130834024088213625205340761298165896051314792116886481240781865067181749548075051069268993855413754384664277044497883782693,0.5911577222250211261212598831869165975911786374794659238701834103948685207883113518759218134932818250451924948930731006144586245615335722955502116217307
-0.400390625,0.4095538888497277207280481096867297166204757557876229833641628903800733844705258236860166410683827595177620846442866407973816137837466337135522078337594,0.5904461111502722792719518903132702833795242442123770166358371096199266155294741763139833589316172404822379153557133592026183862162533662864477921662406
-0.3994140625,0.4102653721198381995029275716721423070598120636307276823379597363407754619331087779965973052060297725238319365537692581548338580042675324014120467031822,0.5897346278801618004970724283278576929401879363692723176620402636592245380668912220034026947939702274761680634462307418451661419957324675985879532968178
-0.3984375,0.4109767247911703001462813374157824858324116837862221843656538084148680625786137534464381262720422365671510362413562363027154087293632945763761997235717,0.5890232752088296998537186625842175141675883162137778156343461915851319374213862465535618737279577634328489637586437636972845912706367054236238002764283
-0.3974609375,0.4116879440753655925463560381083893559615933732212160003363384635351086665642065724815001549721855215582652083799407612488858619006227828244500467867875,0.5883120559246344074536439618916106440384066267787839996636615364648913334357934275184998450278144784417347916200592387511141380993772171755499532132125
-0.396484375,0.4123990271898749685621498061927476702223265838177940379537909911518256065778632399587869863419169735781805637727524379836711776779322550484754448979716,0.5876009728101250314378501938072523297776734161822059620462090088481743934221367600412130136580830264218194362272475620163288223220677449515245551020284
-0.3955078125,0.4131099713579861860551732579823614260932311202884470421538908773622493485823384212629834290073588127369721760686472837707626555805329706948622051923315,0.5868900286420138139448267420176385739067688797115529578461091226377506514176615787370165709926411872630278239313527162292373444194670293051377948076685
-0.39453125,0.4138207738088512148432515061425627233642769210731012655517208568974444368224834387501716191690931261337834850699960929569156948972935348214784434130547,0.5861792261911487851567484938574372766357230789268987344482791431025555631775165612498283808309068738662165149300039070430843051027064651785215565869453
-0.3935546875,0.4145314317775133844990819411475177537106948335092086473085788431377750587757266847020045869342905982380350894500748218437163474486886825125714538875457,0.5854685682224866155009180588524822462893051664907913526914211568622249412242733152979954130657094017619649105499251781562836525513113174874285461124543
-0.392578125,0.4152419425049343339232623108139374262213940936621201009720080177173388522622354615068263903240410301444722672571102775413907681898673265393855240696706,0.5847580574950656660767376891860625737786059063378798990279919822826611477377645384931736096759589698555277327428897224586092318101326734606144759303294
-0.3916015625,0.415952303238020762628476012020169780441622917689539422540679935193423329307527283171236585363650377603789934412685719280216391655074684636580006896227,0.584047696761979237371523987979830219558377082310460577459320064806576670692472716828763414636349622396210065587314280719783608344925315363419993103773
-0.390625,0.4166625112296509836784662835601197857799533292602987982904821423240862479383563637026065939564307840109809646533418528461728728368660598384574180205658,0.5833374887703490163215337164398802142200466707397012017095178576759137520616436362973934060435692159890190353466581471538271271631339401615425819794342
-0.3896484375,0.41737256373870127823234795118300970745285550559941973655102470403036754116754171641685451586954722033677003970905845201917350549264445400833496711362,0.58262743626129872176765204881699029254714449440058026344897529596963245883245828358314548413045277966322996029094154798082649450735554599166503288638
-0.388671875,0.4180824580300720516516943252738701624126848541587183085204239220006358221666676222376191375264757485112470040960530804382360553649083926431170327455307,0.5819175419699279483483056747261298375873151458412816914795760779993641778333323777623808624735242514887529959039469195617639446350916073568829672544693
-0.3876953125,0.418792191374713791134697590988866928574945608935009735391729186054242911893306451920452936613891707508952270579012753023405750902992536274754554252534,0.581207808625286208865302409011133071425054391064990264608270813945757088106693548079547063386108292491047729420987246976594249097007463725245445747466
-0.38671875,0.4195017610496528248485333652364025377923676425596909427103351556637575008227049188435853652391551599584623660710824197062488124715324516712939565213076,0.5804982389503471751514666347635974622076323574403090572896648443362424991772950811564146347608448400415376339289175802937511875284675483287060434786924
-0.3857421875,0.4202111643380168825378638325584788850891869349950019576563352329756890300776914945209410613757139648115210654698957766721074179077563288207286651930994,0.5797888356619831174621361674415211149108130650049980423436647670243109699223085054790589386242860351884789345301042233278925820922436711792713348069006
-0.384765625,0.4209203985290604575941888231903638028401969144462218203494685152701126353758330217820085960213538177063582555296067138799455845717415177924918779743116,0.5790796014709395424058111768096361971598030855537781796505314847298873646241669782179914039786461822936417444703932861200544154282584822075081220256884
